Pokolenie: 1
0. Fenotyp:	7.14792e+008	Genotyp:	101001011101101101011001010101
1. Fenotyp:	7.14792e+008	Genotyp:	101001011101101101011001010101
2. Fenotyp:	7.15042e+008	Genotyp:	010101110101010101111001010101
3. Fenotyp:	7.32222e+008	Genotyp:	100101001100101100100101110101
4. Fenotyp:	7.15445e+008	Genotyp:	100101001100101100100101010101
5. Fenotyp:	6.85431e+008	Genotyp:	110011011110101101011011000101
6. Fenotyp:	6.85433e+008	Genotyp:	010011110111101101011011000101
7. Fenotyp:	7.35955e+008	Genotyp:	110011011110001110111011110101
8. Fenotyp:	1.95884e+008	Genotyp:	111011101100111100110101110100
9. Fenotyp:	1.95884e+008	Genotyp:	111011101100111100110101110100
Pokolenie: 2
0. Fenotyp:	7.14792e+008	Genotyp:	101001011101101101011001010101
1. Fenotyp:	1.95884e+008	Genotyp:	111011101100111100110101110100
2. Fenotyp:	1.95884e+008	Genotyp:	111011101100111100110101110100
3. Fenotyp:	6.81237e+008	Genotyp:	101001011101101101011001000101
4. Fenotyp:	7.35957e+008	Genotyp:	010011110111001110111011110101
5. Fenotyp:	6.85431e+008	Genotyp:	110011011110101101011011000101
6. Fenotyp:	1.95884e+008	Genotyp:	111011101100111100110101110100
7. Fenotyp:	7.31819e+008	Genotyp:	010101110101010101111001110101
8. Fenotyp:	7.14792e+008	Genotyp:	101001011101101101011001010101
9. Fenotyp:	7.32222e+008	Genotyp:	100101001100101100100101110101
Pokolenie: 3
0. Fenotyp:	6.85431e+008	Genotyp:	110011011110101101011011000101
1. Fenotyp:	6.85431e+008	Genotyp:	110011011110101101011011000101
2. Fenotyp:	1.78574e+008	Genotyp:	100101001100101100100101010100
3. Fenotyp:	7.17542e+008	Genotyp:	100101001100101100100011010101
4. Fenotyp:	1.95884e+008	Genotyp:	101001011100111100110101110100
5. Fenotyp:	6.81237e+008	Genotyp:	111011101101101101011001000101
6. Fenotyp:	6.85431e+008	Genotyp:	110011011110101101011011000101
7. Fenotyp:	1.4856e+008	Genotyp:	110011011110101101011011000100
8. Fenotyp:	7.15978e+008	Genotyp:	101001011100111100110101010101
9. Fenotyp:	7.14792e+008	Genotyp:	111011101101101101011001010101
Pokolenie: 4
0. Fenotyp:	1.95884e+008	Genotyp:	010101101100111100110101110100
1. Fenotyp:	1.80671e+008	Genotyp:	111011001100101100100011010100
2. Fenotyp:	1.95884e+008	Genotyp:	111011101100111100110101110100
3. Fenotyp:	7.15978e+008	Genotyp:	111011101100111100110101010101
4. Fenotyp:	7.35957e+008	Genotyp:	111011110111001110111011110101
5. Fenotyp:	1.95884e+008	Genotyp:	111011101100111100110101110100
6. Fenotyp:	7.18985e+008	Genotyp:	110011011110101101011011010101
7. Fenotyp:	1.94698e+008	Genotyp:	101001011101101101011001110100
8. Fenotyp:	6.85432e+008	Genotyp:	111011101101101101011011000101
9. Fenotyp:	6.81237e+008	Genotyp:	101001011101101101011001000101
Pokolenie: 5
0. Fenotyp:	7.32755e+008	Genotyp:	111011101100111100110101110101
1. Fenotyp:	6.85431e+008	Genotyp:	110011011110101101011011000101
2. Fenotyp:	6.85431e+008	Genotyp:	110011011110101101011011000101
3. Fenotyp:	7.1479e+008	Genotyp:	100101001100101101011001010101
4. Fenotyp:	6.85431e+008	Genotyp:	110011011110101101011011000101
5. Fenotyp:	7.35958e+008	Genotyp:	111011101100101110111011110101
6. Fenotyp:	6.85431e+008	Genotyp:	110011011110101101011011000101
7. Fenotyp:	7.15978e+008	Genotyp:	111011101100111100110101010101
8. Fenotyp:	1.4856e+008	Genotyp:	110011011110101101011011000100
9. Fenotyp:	6.85431e+008	Genotyp:	110011011110101101011011000101
Pokolenie: 6
0. Fenotyp:	6.85432e+008	Genotyp:	101001011101101101011011000101
1. Fenotyp:	7.14791e+008	Genotyp:	110011011110101101011001010101
2. Fenotyp:	6.86617e+008	Genotyp:	101001011100111100110111000101
3. Fenotyp:	1.95884e+008	Genotyp:	111011101100111100110101110100
4. Fenotyp:	7.14791e+008	Genotyp:	110011011110101101011001010101
